Name;PKD_2007;PKD_2007_all;description_PL;description_EN;source
TOMASZ GAŁEK PRZEDSIĘBIORSTWO KONFEKCYJNE G T;1413;1413Z, 1414Z, 1419Z, 4641Z, 4771Z, 4941Z;Branża: Odzież i obuwie | Produkty: Szycie odzieży, Haft komputerowy, Sitodruk | Usługi: Produkcja odzieży | --- | Branża: Odzież | Produkty: Ubrania firmowe, mundurki szkolne, okazjonalne ubrania | Usługi: Szycie odzieży, nadruki na odzieży, haft komputerowy, własna marka odzieżowa;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2120;NULL;produkcja weterynaryjnych suplementów leczniczych;NULL;Dane_syntetyczne_1
NULL;2120;NULL;wytwarzaniem leków biologicznych dla weterynarii;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja medykamentów do użytku szpitalnego;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja szczepionek wektorowych;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja leków immunologicznych;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja leków hormonalnych złożonych;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja preparatów do diagnostyki molekularnej;NULL;Dane_syntetyczne_1
NULL;2120;NULL;wytwarzaniem leków na choroby psychiczne;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja komórkowych terapii medycznych;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja zaawansowanych systemów opatrunkowych;NULL;Dane_syntetyczne_1
NULL;2120;NULL;przygotowaniem i pakowaniem surowców roślinnych do celów leczniczych;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja leków weterynaryjnych dla drobiu i trzody;NULL;Dane_syntetyczne_1
NULL;2120;NULL;wytwarzaniem frakcji osocza ludzkiego;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja szczepionek dla turystów;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja leków do znieczulenia;NULL;Dane_syntetyczne_1
CASTING K.S. POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2453;2453Z, 2454 , 2454A, 2562 , 2751Z;Branża: Metalurgia | Produkty: Odlewy aluminiowe, odlewy mosiężne | Usługi: Produkcja rdzeni, obróbka cieplna i ścierna;NULL;BJS_OPIS_01 10 2025_PKD
Zakład Stolarski ANDRZEJ GURZYŃSKI;1623;1623Z, 3101 , 3102 ;Branża: Stolarstwo | Produkty: Komplety mebli ogrodowych, Ławki ogrodowe, Stoły piknikowe, Stoły ogrodowe, Pozostałe meble ogrodowe | Usługi: Produkcja mebli drewnianych;NULL;BJS_OPIS_01 10 2025_PKD
HANMAR POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2562;2562Z, 2599 , 4690 ;Branża: Narzędzia i maszyny | Produkty: Noże do burka, Ramki nożowe | Usługi: Remonty i serwis | --- | Branża: Maszynny i urządzenia | Produkty: Maszynny do ostrzenia i regeneracji noży, bębnowe i tarczowe maszyny do cięcia | Usługi: Naprawa maszyn, serwisowanie urządzeń, regeneracja noży;NULL;BJS_OPIS_01 10 2025_PKD
MAP LIFTTECHNIK MAREK BARTYLLA PATRYCJA BARTYLLA SPÓŁKA CYWILNA;2822;2562 , 2822Z, 3312Z, 3320Z, 4329Z;Branża: Budownictwo | Produkty: Przyciski do wind, Wyświetlacze | Usługi: Obróbka blachy (cięcie laserowe);NULL;BJS_OPIS_01 10 2025_PKD
"ZAKŁAD USŁUGOWO-PRODUKCYJNY ""LACK-MET"" HANNA OSZKIN-KOWNACKA";2751;2751Z;BRANŻA: Budownictwo | PRODUKTY: Materiały budowlane, Narzędzia ogrodnicze | USŁUGI: Sprzedaż hurtowa i detaliczna materiałów budowlanych, Usługi ogrodnicze;NULL;BJS_OPIS_01 10 2025_PKD
P.P.H.LACK-MET-SKROBISZ ANDRZEJ;2849;2562Z, 2573 , 2849Z, 4644Z;BRANŻA: Budownictwo | Produkty: Materiały budowlane, Narzędzia ogrodnicze | Usługi: Sprzedaż hurtowa i detaliczna materiałów budowlanych oraz narzędzi ogrodniczych;NULL;BJS_OPIS_01 10 2025_PKD
EUROKLIMEX POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDY;3312;2825Z, 3312Z, 3320 , 3320Z, 4322Z, 4674 ;Branża: Chłodnictwo przemysłowe | Produkty: Brak | Usługi: Naprawa i budowa instalacji chłodniczych | --- | Branża: Chłodnictwo | Produkty: Instalacje chłodnicze oparte na czynnikach syntetycznych (freon) | Usługi: Naprawa i budowa nowych instalacji chłodniczych;NULL;BJS_OPIS_01 10 2025_PKD
"SPÓŁDZIELNIA SOCJALNA OSÓB PRAWNYCH ""CENTRUM USŁUG ŚRODOWISKOWYCH""";1039;4339Z, 5510Z, 5629Z;Branża: Usługi społeczne | Produkty: Brak | Usługi: Dom dzienny, Klub Seniora, Hotel dla bezdomnych psów, Warsztat terapii zajęciowej | --- | Branża: Spółdzielnia Socjalna | Produkty: Brak | Usługi: Uslugi porządkowe, Remontowo-budowlane, Pielęgnacja terenów zielonych, Sprzątanie grobów, Odśnieżanie, Opieka społeczna, Centrum Integracji Społecznej, Zakłady Aktywizacji Zawodowej, Mieszkanie chronione, Warsztaty terapii zajęciowej, Rodzinny dom osób starszych, Uslugi zdrowotne i rehabilitacyjne, Organizowanie wizyt studyjnych, Warsztaty szkoleniowe, Konferencje, Wyjazdy edukacyjne dla dzieci i młodzieży, Współpraca ze szkołami wyższymi w zakresie stażów, Edukacja zawodowa, Zwiedzanie miejsc historycznych, Wczasy w siodle, spływy kajakowe, wycieczki rowerowe, Organizowanie pobytów turystycznych i agroturystycznych, Catering, Gastronomia | --- | Branża: Usługi turystyczne | Produkty: Brak | Usługi: Organizowanie pobytów turystycznych i agroturstycznych, catering i gastronomia;NULL;BJS_OPIS_01 10 2025_PKD
Przedsiębiorstwo Produkcyjno-Handlowo- Usługowe UNIKAT  BOGUMIŁ KAMIŃS;1107;1107;Branża: Woda i napoje | Produkty: Niegazowana woda źródlana, lekko gazowana woda źródlana, gazowana woda źródlana, napój kiwi, napój cola, napój brzoskwinia, napój jabłko-mięta, napój ananas, napój cytryna, napój gruszka, napój kultowa oranżada czerwona | Usługi: Dostawca wody i napojów do domu;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2120;NULL;produkcja farmaceutyków stosowanych w chorobach rzadkich;NULL;Dane_syntetyczne_1
NULL;2120;NULL;produkcja preparatów do diagnostyki immunoenzymatycznej;NULL;Dane_syntetyczne_1
NULL;2120;NULL;syntezowaniem i produkcja leków terapeutycznych dla człowieka i zwierząt;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja opon pneumatycznych dla samochodów osobowych;NULL;Dane_syntetyczne_1
NULL;2211;NULL;regeneracją i bieżnikowaniem opon do samochodów ciężarowych;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja dętek do motocykli i rowerów;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja opon pełnych dla wózków widłowych;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja opon gumowych dla maszyn rolniczych;NULL;Dane_syntetyczne_1
NULL;2211;NULL;bieżnikowaniem opon metodą na zimno;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja opon z poduszką powietrzną dla pojazdów specjalistycznych;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja bieżników do regeneracji opon;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja opon do samolotów cywilnych;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja małych opon gumowych do zabawek i mebli;NULL;Dane_syntetyczne_1
KSK TECHNOLOGIES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2223;1610Z, 1623Z, 2223Z, 4334Z, 4941Z;Branża: Okna i drzwi | Produkty: Łuki odcinkowe, Łuki regularne, Łuki koszowe, Łuki gotyckie | Usługi: Produkcja elementów łukowych | --- | Branża: Budownictwo | Produkty: Okna, drzwi, bramy garażowe, rolety, parapety | Usługi: Produkcja stolarki budowlanej;NULL;BJS_OPIS_01 10 2025_PKD
PRZEDSIĘBIORSTWO WIELOBRANŻOWEQUASS 7SPC.KUROWSKI P.BONDAROWICZ J.;1512;1512Z;Branża: Elektronika | Produkty: Ochrona urządzeń mobilnych, akcesoria do drukarek, obuwie skanerowe, osłony na laptopy, osłony na tablety | Usługi: Produkcja i dystrybucja;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2211;NULL;produkcja dętek do traktorów;NULL;Dane_syntetyczne_1
NULL;2211;NULL;regeneracją bieżników opon wielkogabarytowych;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja nowych bieżników gumowych;NULL;Dane_syntetyczne_1
NULL;2211;NULL;produkcja dętek standardowych i specjalnych;NULL;Dane_syntetyczne_1
NULL;2211;NULL;regeneracją zużytego ogumienia przemysłowego;NULL;Dane_syntetyczne_1
Paweł Łomża PRACOWNIA WYROBÓW CUKIERNICZYCH;1071;1052Z, 1071Z, 4719Z, 4724Z, 5610A;Branża: Odzież dziecięca | Produkty: Szycie odzieży, mundurki szkolne, ubrania firmowe i okazjonalne | Usługi: Haft komputerowy, sitodruk | --- | Branża: Moda | Produkty: Ubrania, Dzianiny | Usługi: Nadruki na odzieży, Haft komputerowy, Własna marka | ---;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2212;NULL;produkcja gumowych taśm do transportu surowców;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych wykładzin antypoślizgowych;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych artykułów modowych z lateksu;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych ozdób i akcesoriów;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych ochraniaczy technicznych;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych elementów do klimatyzacji;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych części do pomp;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych przyssawek technicznych;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych mat przemysłowych;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych części wibracyjnych;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych artykułów odzieżowych;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych kombinezonów ochronnych;NULL;Dane_syntetyczne_1
NULL;2212;NULL;produkcja gumowych złączy technicznych;NULL;Dane_syntetyczne_1
ZAKŁAD PRODUKCYJNO-USŁUGOWO-HANDLOWY HANMAR Mariusz Becker;2562;2562Z;Branża: Produkcja | Produkty: Noże do burk, Ramki nożowe | Usługi: Remonty i serwis;NULL;BJS_OPIS_01 10 2025_PKD
INVERTIM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2712;2711 , 2712Z;Branża: Górnictwo i wydobycie | Produkty: Wyłączniki stycznikowe, Zespoły transformatorowe (w wykonaniu przeciwwybuchowym), Przekaźnik mikroproccesowy PM-2 | Usługi: Projektowanie i produkcja urządzeń dla zakładów górniczych | --- | Branża: Elektroenergetyka | Produkty: Wyłączniki stycznikowe, zespoły transformatorowe, stacje kompaktowe, stacje transformatorowe, wyłączniki WSB, wyłączniki WSC | Usługi: Brak | --- | Branża: Elektryka | Produkty: Wyłączniki WSC, Wyłączniki wieloodpływowe SKP, Zespoły transformatorowe ZTO | Usługi: Brak | --- | Branża: Elektryczna | Produkty: Wyłączniki i zespoły transformatorowe, wyłączniki WS (Wiertarka Stołowa) | Usługi: Brak | --- | Branża: Automatyka przemysłowa | Produkty: Wyłączniki WS dwuodpływowe, Zespoły transformatorowe ZT | Usługi: Brak | --- | Branża: Elektryczna | Produkty: Oświetlenie | Usługi: Brak;NULL;BJS_OPIS_01 10 2025_PKD
JOSERA POLSKA;3299;1091 , 1091Z, 1092Z, 4621Z, 4690 , 4791Z;Branża: Hodowla i zwierzęta | Produkty: Sucha karma, Mokra karma, Psie smakołyki, Mleko dla szczeniąt, Faza życia (Junior - rosnące psy, Dorosłe psy, Seniorzy - starsze psy), Specjalne właściwości (Obniżona zawartość tłuszczu, Bez zboża, Bez glutenu, Hipoalergiczna, Bez ryby, Bez drobiu, Bez jagnięciny, Bez wołowiny, Wrażliwy żołądek) | Usługi: Brak;NULL;BJS_OPIS_01 10 2025_PKD
PRZEDSIĘBIORSTWO INNOWACYJNO WDROŻENIOWE SIDUS -   BOGUMI;3312;2822 , 3312Z, 3320Z, 4677 ;Branża: Transport bliski | Produkty: Wciągniki i wciągarki, Kabiny sterownicze, Trawersy i uchwyty, Szafy elektryczne | Usługi: Projektowanie, Mont aż, Moderniz acja, Serwis i konserwacja;NULL;BJS_OPIS_01 10 2025_PKD
"MARCIN GAWROŃSKI ""SOX""";1396;7739;Branża: Moda | Produkty: Skóra sztuczna, tkaniny, hafty, farby puchnące, plastizolowe, wodne, druk sublimacyjny, flock, stębnówki, pół-automatyczne maszyny overlock, automatyczne stębnówki, guzikarki, dziurkarki, inne maszyny do znakowania i zdobnictwa odzieży | Usługi: Krojenie, haftowanie, drukowanie, pakowanie | Branża: Odzież | Produkty: Maszynny do znakowania i zdobienia odzieży | Usługi: Produkcja, kompletacja i wysyłka;NULL;BJS_OPIS_01 10 2025_PKD
"WENANCJUSZ BUZUK ZAKŁAD METALOWO-GUMOWY ""METAL-GUM""";2219;2219;Branża: Metalurgia i odlewnictwo | Produkty: Kompensatory gumowe, Kompensatory teflonowe, Wkłady gumowe do zaworów, Węże zbrojone | Usługi: Produkcja kompensatorów | --- | Branża: Kompensatory | Produkty: Brak | Usługi: Brak | --- | Branża: Produkcja maszyn i urządzeń | Produkty: Armatura, Maszyny CNC | Usługi: Brak | --- | Branża: Przemysł gumowy | Produkty: Kompensator gumowy | Usługi: Projektowanie i serwisowanie urządzeń | --- | Branża: Przemysł gumowy | Produkty: Kompensatory gumowe, Armatura przemysłowa | Usługi: Produkcja kompenstorów, Systemy zarządzania jakością (ISO 9001), Certyfikacja CE | --- | Branża: Produkcja gumy i tworzyw sztucznych | Produkty: Guma, wyroby gumowe | Usługi: Produkcja wyrobów z gumy;NULL;BJS_OPIS_01 10 2025_PKD
ZAKŁAD USŁUGOWO PRODUKCYJNY MAREK KULIK;2511;2562Z, 4399Z;Branża: Budownictwo | Produkty: Brak | Usługi: Gięcie rur, profilowanie, spawanie, konstrukcje stalowe;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2221;NULL;wytwarzaniem folii celofanowych;NULL;Dane_syntetyczne_1
NULL;2221;NULL;produkcja łączników rur i węży z tworzyw sztucznych;NULL;Dane_syntetyczne_1
NULL;2221;NULL;produkcja arkuszy wzmocnionych włóknem szklanym;NULL;Dane_syntetyczne_1
NULL;2221;NULL;produkcja bloków i prętów z tworzyw inżynieryjnych;NULL;Dane_syntetyczne_1
ZAKŁAD ODLEWNICZY JERZY BĄK SPÓŁKA CYWILNA;2453;2453Z, 2454 ;Branża: Odlewnictwo | Produkty: Brak | Usługi: Brak;NULL;BJS_OPIS_01 10 2025_PKD
CIECIERSKI ZNICZE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;3299;4690Z, 4725Z, 4778Z, 4789Z, 4799Z;Branża: Produkcja zniczy | Produkty: Znicze tradycyjne, Znicze zalewane, Znicze mrożone, Wkłady parafinowe, Wkłady olejowe | Usługi: Brak;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2222;NULL;produkcja opakowań na mleko i jogurty;NULL;Dane_syntetyczne_1
NULL;2222;NULL;produkcja pojemników typu PET dla napojów gazowanych;NULL;Dane_syntetyczne_1
NULL;2222;NULL;produkcja plastikowych wytłoczek na jajka;NULL;Dane_syntetyczne_1
NULL;2222;NULL;produkcja pojemników do zamrażania żywności;NULL;Dane_syntetyczne_1
NULL;2222;NULL;produkcja plastikowych bidonów;NULL;Dane_syntetyczne_1
NULL;2222;NULL;produkcja opakowań na wodę źródlaną;NULL;Dane_syntetyczne_1
NULL;2222;NULL;produkcja słoików plastikowych do kosmetyków;NULL;Dane_syntetyczne_1
NULL;2222;NULL;produkcja „blistrów” do pakowania tabletek;NULL;Dane_syntetyczne_1
NULL;2222;NULL;produkcja plastikowych misek i tacek cateringowych;NULL;Dane_syntetyczne_1
NULL;2222;NULL;produkcja opakowań jednorazowych do lodów;NULL;Dane_syntetyczne_1
EKO - PAK WYTWÓRNIA OPAKOWAŃ TEKTUROWYCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZI;1721;1712Z, 1721Z, 1729Z, 4649Z, 4719Z, 4941Z;"Branża: Opakowania | Produkty: Opakowania tekturowe, opakowania z tektury | Usługi: Produkcja opakowań zgodnie z metodą ""just in time"", dostarczanie towarów w 48 godzin, wykorzystanie ekologicznych surowców";NULL;BJS_OPIS_01 10 2025_PKD
CELTECH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2529;2229Z, 2899Z;Branża: Logistyka i transport | Produkty: Cysternowe kontenery do przewozu wody, dystrybutory paliw, rury poliethylenowe, kuchnie poliethylenowe, zestawy transportowo-dystrybucyjne | Usługi: Produkcja sprzętu logistycznego dla wojska, elektroliza, budowa aparatury chemicznej;NULL;BJS_OPIS_01 10 2025_PKD
Pracownia mody ślubnej AFRODYTA Kazimiera Nieczaj;1413;1413Z, 4641Z, 4751Z;Branża: Moda ślubna | Produkty: Suknie ślubne, akcesoria ślubne | Usługi: Projektowanie sukien ślubnych;NULL;BJS_OPIS_01 10 2025_PKD
NULL;1073;NULL;Produkcja klusek z nadzieniem warzywnym;NULL;Dane_syntetyczne_1
NULL;1073;NULL;Produkcja klusek z nadzieniem serowym;NULL;Dane_syntetyczne_1
NULL;1073;NULL;Produkcja kuskusu instant;NULL;Dane_syntetyczne_1
NULL;1073;NULL;Produkcja kuskusu z dodatkami smakowymi;NULL;Dane_syntetyczne_1
WROPAK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;1812;1812Z, 4651Z, 4690Z, 4799 , 4941Z;Branża: Produkcja opakowań | Produkty: Maszyny fleksograficzne, etykiety samoprzylepne, etykiety RFID, taśmy barwiące (TTR), drukarki | Usługi: Brak;NULL;BJS_OPIS_01 10 2025_PKD
DMS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;1101;1102Z, 1105Z, 4791Z, 4799Z, 5510Z, 5520Z;Branża: Edukacja | Produkty: Mapy ścienne, mapy plakatowe, mapy podłogowe, edukacyjne mapy dla dzieci | Usługi: Produkcja map i plansz dydaktycznych;NULL;BJS_OPIS_01 10 2025_PKD
DB PRINT POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;1812;1811Z, 1812Z, 1813Z, 1814Z, 5210B;Branża: Drukarnia | Produkty: Broszury (katalogi, czasopisma, sprawozdania, foldery) | Usługi: Oprawa zeszytowa, oprawa klejona, oprawa zeszytowa z grzbietem prasowanym, oprawa spiralna;NULL;BJS_OPIS_01 10 2025_PKD
LESKO  ENGINEERING  LESZEK SEROCZYŃSKI;2895;1729Z, 2573Z, 2895Z, 2899Z, 3312Z, 3320Z;Branża: Maszyny rolnicze | Produkty: Wózki do roli i cylindrów, wózki do ciągników | Usługi: Budowa maszyn rolniczych;NULL;BJS_OPIS_01 10 2025_PKD
BEFA BEATA ZDANOWICZ, KRZYSZTOF ZDANOWICZ, MARCIN ZDANOWICZ, MAREK ZAW;2561;2561Z, 4690Z, 4799Z;Branża: Lakiernictwo | Produkty: Brak informacji o produktach. | Usługi: Usługi lakiernicze, malowanie proszkowe.;NULL;BJS_OPIS_01 10 2025_PKD
SERWIS SZCZECIN;3312;3312;Branża: IT | Produkty: Brak | Usługi: Naprawa i serwis techniczny;NULL;BJS_OPIS_01 10 2025_PKD
PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE SORPLEX ZDZISŁAW ORNAF;2223;2223;Sorplex Witamy w firmie SORPLEX Wybierz interesujący Cię dział Osprzęt elektroinstalacyjny Technika okienna 6 Lata doświadczeń w branży 1,238,355 Artykułów sprzedajemy rocznie 103 Aktywnych kontrahentów;NULL;BJS_OPIS_01 10 2025_PKD
SORPLEX SEBASTIAN ORNAF;2223;2223Z, 3511Z, 3832Z, 4669Z, 4676Z, 4690Z;Sorplex Witamy w firmie SORPLEX Wybierz interesujący Cię dział Osprzęt elektroinstalacyjny Technika okienna 6 Lata doświadczeń w branży 1,238,355 Artykułów sprzedajemy rocznie 103 Aktywnych kontrahentów;NULL;BJS_OPIS_01 10 2025_PKD
NULL;1081;NULL;Produkcja syropu cukrowego do wyrobów lodowych;NULL;Dane_syntetyczne_1
NULL;1081;NULL;Produkcja syropu klonowego ekologicznego;NULL;Dane_syntetyczne_1
NULL;1081;NULL;Produkcja syropu cukrowego organicznego;NULL;Dane_syntetyczne_1
NULL;1081;NULL;Produkcja cukru z trzciny organicznej;NULL;Dane_syntetyczne_1
NULL;1081;NULL;Produkcja cukru z buraków organicznych;NULL;Dane_syntetyczne_1
NULL;1081;NULL;Produkcja cukru pudru organicznego;NULL;Dane_syntetyczne_1
NULL;1081;NULL;Produkcja cukru rafinowanego organicznego;NULL;Dane_syntetyczne_1
SCALEWINGS AEROPRO;3030;3030Z, 4651Z, 4652Z, 4669 , 4669Z;Branża: Aerospatial | Produkty: ScaleWings aircraft, P-51 reproduction | Usługi: Creatining personalized MUSTANGs;NULL;BJS_OPIS_01 10 2025_PKD
PRZEDSIĘBIORSTWO PIEKARNICZO-CUKIERNICZE BREL  GRZEGORZ FROŚ, KAROL FROŚ;1071;1071Z;BRANŻA: Piekarnictwo | PRODUKTY: Brak | USŁUGI: Brak;NULL;BJS_OPIS_01 10 2025_PKD
NULL;1082;NULL;Produkcja wyrobów cukierniczych z dodatkiem błonnika;NULL;Dane_syntetyczne_1
NULL;1082;NULL;Produkcja czekolady z dodatkiem białek roślinnych;NULL;Dane_syntetyczne_1
NULL;1082;NULL;Produkcja wyrobów cukierniczych z proteinami;NULL;Dane_syntetyczne_1
NULL;1082;NULL;Produkcja wyrobów cukierniczych bez dodatku cukru;NULL;Dane_syntetyczne_1
NULL;1082;NULL;Produkcja wyrobów cukierniczych z naturalnymi aromatami;NULL;Dane_syntetyczne_1
NULL;1083;NULL;Dekofeinizacja kawy;NULL;Dane_syntetyczne_1
NULL;1083;NULL;Palenie kawy zielonej;NULL;Dane_syntetyczne_1
KUBAR PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ANDRZEJ FIJAS;1610;4673Z, 4799Z, 4941Z;Branża: Internet i Komputery | Produkty: Brak | Usługi: Rejestracja domen, Aukcje domen, Przechwytywanie domen;NULL;BJS_OPIS_01 10 2025_PKD
Zakład Usługowo-Produkcyjny Ireneusz Górny;2229;2512Z, 2572Z, 4322Z;Branża: Meblarstwo | Produkty: Okucia meblowe, mechanizmy i mocowania do mebli tapicerowanych, ogrodowych, łóżek i foteli | Usługi: Obróbka stali (węglowa, aluminiowa, nierdzewna, mosiądzowana);NULL;BJS_OPIS_01 10 2025_PKD
FORNATURE;2529;1920Z, 2511 , 2511Z, 2529Z, 2562 , 4221Z;Branża: Materace | Produkty: Materace termoelastyczne, Materace wysokoelastyczne, Materace lateksowe, Materace kieszeniowe, Materace bonnelowe, Materace hotelowe | Usługi: Produkcja materca w Polsce;NULL;BJS_OPIS_01 10 2025_PKD
NULL;1084;NULL;Produkcja imbiru;NULL;Dane_syntetyczne_1
NULL;1084;NULL;Produkcja kminku;NULL;Dane_syntetyczne_1
NULL;1084;NULL;Produkcja kolendry;NULL;Dane_syntetyczne_1
NULL;1084;NULL;Produkcja kopru;NULL;Dane_syntetyczne_1
NULL;1084;NULL;Produkcja lubczyku;NULL;Dane_syntetyczne_1
NULL;1084;NULL;Produkcja oregano;NULL;Dane_syntetyczne_1
NULL;1084;NULL;Produkcja tymianku;NULL;Dane_syntetyczne_1
